IDLink,Title,Headline,Source,Topic,PublishDate,SentimentTitle,SentimentHeadline,Facebook,GooglePlus,LinkedIn
71361.0,Canadian media is ignoring evidence of 1948 Israeli massacres,"A piece on 1948 Palestine published in a recent edition of The Star shows 1948, brought the Palestinian village of Safsaf under Dunkelman's",rabble.ca (blog),palestine,2016-01-07 00:00:00,0.0,-0.027277236279499,-1,-1,-1
45192.0,South Korea's economy grows at 2.7%,The Bank of Korea says South Korea's economy grew 2.7 per cent during the first quarter compared to a year earlier. ,AP via Yahoo! New Zealand News,economy,2016-04-25 19:34:00,0.0,0.104815686445303,0,0,0
44111.0,"Microsoft earnings light, stock falls","Microsoft just reported earnings for the quarter ended March 31, and while it was more or less in ",Business Insider via Yahoo! Finance,microsoft,2016-04-21 13:09:00,0.104243852482803,0.108635748714191,0,0,1
51252.0,Free Speech Is Good for the Economy,"New ideas and innovation are necessary for sustaining economic growth, and there's a large body of evidence that emphasizes the exchange",U.S. News & World Report,economy,2016-05-23 17:49:08,-0.0324813218992305,-0.268226156748407,14,0,3
89562.0,Iran Threatens the US and the Middle East: Stay Away from Our ...,"But what will Obama's response to these threats and Iran's increasing application of hard power be? Will there be more appeasement policies,",Huffington Post,obama,2016-04-09 00:00:00,-0.189443057077846,0.108141349750103,199,4,2
79623.0,McConnell to Obama: Don't forget that it's illegal to transfer terrorists ...,Count Mitch McConnell among the unimpressed with Barack Obama's plan to close the detention center at Guantanamo Bay. The Senate,Hot Air,obama,2016-02-23 19:01:03,0.113066754216661,-0.0732312262631181,161,10,0
3106.0,Microsoft Open Sources Visual Studio Code Beta,"At its Connect(); conference, Microsoft offered tools that reach beyond Windows and reaffirmed its commitment to cross-platform development.",InformationWeek,microsoft,2015-11-18 22:20:15,-0.238852548915553,0.0,22,5,11
9880.0,"Politics, oil and the economy","Context. It's everything if you want to truly understand news, politics, the economy, sports, weather, etc. As millions did across America last night",NewsOK.com,economy,2015-12-16 23:00:18,-0.0139754248593737,0.151281551448701,0,1,0
43440.0,Microsoft's Bill Gates Says US Needs Limits on Covert Email Searches,"Bill Gates said on Monday that no one was an &quot;absolutist&quot; on either side of the digital privacy debate, but the co-founder of Microsoft Corp said",NDTV,microsoft,2016-04-19 06:14:22,0.113066754216661,0.0793073840131159,7,0,1
27968.0,The world's fastest growing major economy has promised to ...,"This year, India""""""the world's fastest growing large economy""""""will focus on reviving economic growth in its vast, distressed hinterland, while",Quartz,economy,2016-02-29 13:00:24,0.0,-0.304141184516415,20,0,14
23214.0,Microsoft sees silver lining in clouded Windows,"In case you haven’t noticed, Microsoft — yes, sleepy old Microsoft — has been on a tear the last few years. ",MIS Asia,microsoft,2016-02-08 22:56:00,-0.330718913883074,-0.0400628845968712,21,0,0
59625.0,Soft WA economy affects Deloitte result,The softer WA economy restricted Deloitte's WA office to “modest” growth in its latest financial year as the the accountancy-based advisory firm,The West Australian,economy,2016-06-28 06:04:06,0.0042525863589987,-0.18245011229994,-1,0,354
15589.0,Never a Dull Moment: A Look Back at 2015,"Lively 2015's cast included Washington bankers, Swedish actresses, Serena Williams, John Boehner and a DIY-minded water snake. ",The Wall Street Journal,economy,2015-12-27 03:29:00,0.28633014387843,0.0,-1,-1,-1
21443.0,Will America's economy get dragged into recession?,It's a big worry given that consumers make up about 70% of the U.S. economy and lately they haven't been opening their wallets much.,CNNMoney,economy,2016-02-01 19:40:20,0.0,0.12056082327761,283,5,45
76211.0,Obama to seek new tax on oil in budget proposal,"In the last year of his presidency, Obama has said the country must set to be announced in Obama's fiscal 2017 budget plan on Tuesday,",Reuters,obama,2016-02-04 20:43:30,-0.0461165492107888,0.015139207438035,621,25,175
82591.0,Obama's hypocritical endorsement of Juliana Stratton over anti ...,Barack Obama's endorsement of Juliana Stratton over anti-Madigan Illinois Rep. Ken Dunkin couldn't be a more obvious demonstration of the,ChicagoNow (blog),obama,2016-03-09 18:23:06,0.0,0.207306995724193,6,0,0
29200.0,Panama economic growth slows to lowest since 2010,"Panama's economy grew at its slowest rate in five years in 2015, data showed on Friday, missing government estimates as infrastructure projects were stalled. The economy grew 5.8 percent, the comptroller office said, driven by financial services, the Panama Canal and tourism. In 2016, the government expects growth of 6.2 percent, driven by large projects such as an extra metro line in the ",Reuters via Yahoo! Finance,economy,2016-03-04 20:27:00,-0.377964473009227,-0.21562538381199,0,0,0
82559.0,GOP seeks to scare off Obama high court pick,It's not clear whether the tough talk from Republicans will make it harder for Obama to find a prospective nominee to serve on the high court for,The Hill,obama,2016-03-09 04:15:06,-0.227083333333334,0.0456082983694658,68,3,0
17137.0,Why Microsoft (MSFT) Stock is Falling Today,NEW YORK (TheStreet) -- Microsoft (MSFT - Get Report) stock is slumping by 4.19% to $50.88 on heavy trading volume in afternoon trading on,TheStreet.com,microsoft,2016-01-15 19:20:24,0.133862417524101,0.0268328157299975,0,0,0
77560.0,Obama raises money with John Legend at Los Angeles fundraiser,President Obama appeared Thursday night at the Hancock Park home of entertainment lawyer Aaron Rosenberg and &quot;Scorpion&quot; executive,Los Angeles Times,obama,2016-02-12 06:15:02,0.0,0.0559016994374947,14,3,1
55976.0,New Consumers CEO has eye on economy,Mary Barra has company. The General Motors CEO has been the only woman running a for-profit multibillion-dollar enterprise in Michigan.,Crain's Detroit Business (blog),economy,2016-06-12 13:40:11,-0.0078742598543587,0.0463415445967403,-1,0,1
73122.0,Palestine boys soccer team places third at Wildcat Classic,The Palestine boys soccer team pose for pictures after beating Kaufman Marquez had a goal and an assist to lead Palestine to a 4-1 win over,Palestine Herald Press,palestine,2016-01-18 17:48:11,0.25,-0.0875,11,0,0
74253.0,US top court upholds Obama administration electricity markets rule,The U.S. Supreme Court on Monday upheld a major Obama administration electricity markets regulation aimed at encouraging efficiency in the,CNBC,obama,2016-01-25 15:48:29,0.302083333333333,0.334146144423863,47,2,50
15524.0,M. Kraus &amp; Company Decreases Stake in Microsoft Co. (MSFT),"Microsoft logo M. Kraus &amp; Company lowered its stake in Microsoft Co. (NASDAQ:MSFT) by 0.1% during the fourth quarter, according to its most",EMQ,microsoft,2016-01-11 07:01:24,0.0395284707521047,-0.078192905271403,0,0,0
48891.0,Arizona economy shifting into faster growth,"Whether it seems like it or not, Arizona's economy is doing well for now and is expected to post its best year in a decade, state economists said",azcentral.com,economy,2016-05-12 00:20:16,-0.255155181539914,0.0631475093081894,40,4,16
51618.0,Call of Duty: Infinite Warfare PS4/Xbox One digital preorder bonuses - CNET,Here's what you'll get for preordering the futuristic FPS from the PlayStation or Xbox Stores. ,CNET UK,microsoft,2016-05-03 11:56:00,0.112011966288091,-0.0217317398870527,-1,-1,-1
71990.0,Obama administration to announce efforts to boost self-driving cars,"DETROIT (Reuters) - The Obama administration will announce efforts to boost self-driving cars on Thursday, and President Barack Obama may discuss advanced transportation efforts in his final State of the Union Address on Tuesday, according to government officials. ",Reuters,obama,2016-01-12 13:13:00,0.158113883008419,0.121666065848072,28,0,0
72267.0,"Obama learns that there may be 'two Americas,' after all",Barack Obama first rose to national prominence with a speech at the 2004 Democratic convention that proclaimed that there is one America:,Washington Post (blog),obama,2016-01-13 16:04:46,-0.0753778361444409,-0.0136386181397495,28,8,0
9687.0,Congo opens hydroelectric plant in east to jumpstart economy,&quot;(This) investment is going to have a lasting contribution to the comfort of the population and to the productive capacity of the economy of North,Thomson Reuters Foundation,economy,2015-12-16 12:27:19,-0.0416666666666667,-0.135973853695808,20,1,7
90997.0,"Obama calls Putin for 'intense' talks on Syria, Ukraine","WASHINGTON """""" President Obama called Russian President Vladimir Putin Monday morning for what the White House said was an &quot;intense&quot;",USA TODAY,obama,2016-04-18 21:55:09,0.0416666666666667,-0.0394004524037209,66,12,3
57389.0,Colorado's unemployment rate ticks up and economy slows,The state's economic growth showed signs of slowing in May when it added just 300 payroll jobs and the unemployment rate jumped to 3.4,Denver Business Journal (blog),economy,2016-06-17 15:30:09,-0.0073656956373597,-0.144354651699111,6,0,6
32187.0,Jammu and Kashmir's economy should be integrated with Pakistan ...,"&quot;If not political integration, there should be economic integration of J&amp;K with Pakistan, China and central Asian countries to make the state",Economic Times,economy,2016-03-17 19:57:35,0.0,0.177416666666667,36,0,0
7551.0,Greenhouse Gas Emissions Are Flattening Out Even As Economy ...,"Greenhouse Gas Emissions Are Flattening Out Even As Economy Grows. Carbon dioxide emissions went up just 0.6% last year, according to a",BuzzFeed News,economy,2015-12-07 16:11:14,-0.0961805555555556,-0.1107001172343,27,1,0
32548.0,Microsoft breaks ground with fully cross-platform gaming,Gamers have been wanting to play games cross-console for a long time now. With the recent climate of gaming more and more frequently,WinBeta,microsoft,2016-03-19 17:40:37,0.132582521472478,-0.061189992610035,13,5,4
27138.0,Microsoft to Go Beyond Windows with Mobile App Maker Buy,"In a bid to expand its services beyond the Windows platform, Microsoft Corporation (MSFT) plans to acquire mobile app development start-up Xamarin. The terms of the deal have not been disclosed. ",Zacks via Yahoo! Finance,microsoft,2016-02-25 13:30:00,0.0592927061281571,-0.0392837100659193,0,0,0
94836.0,The Spirit of Nelson Mandela in Palestine: Is His Real Legacy Being ...,"I had mixed feelings when I learned that Palestine has erected a statue of Nelson Mandela, the iconic South African anti-Apartheid leader.",CounterPunch,palestine,2016-05-06 09:48:19,0.162379763209582,0.0521286035142687,26,0,0
75642.0,Palestinian Police Honors Cop Behind Shooting Attack That ...,The Palestinian Authority's police force praised an officer who carried out a shooting attack that wounded three Israeli soldiers at a West Bank,TheTower.org,palestine,2016-02-01 20:25:42,-0.0441941738241592,-0.0260643017571343,20,0,2
19541.0,OP economists' economic forecast: Lacklustre economic growth on the cards,"The global economy will not offer any support to Finnish economic recovery in 2016. OP economists forecast a 0.8% GDP growth for Finland in 2016 and 1.6% growth in 2017. Global GDP growth will remain muted, ",GlobeNewswire via Yahoo! Finance,economy,2016-01-25 23:55:00,-0.118585412256314,-0.35921060405355,0,0,0
11108.0,Ahead of the Bell: US Economy-GDP,The Commerce Department issues the last of its three estimates of how the U.S. economy performed in the third quarter at 8:30 a.m. Eastern Tuesday. GDP REVISION: Economists project that overall growth ,Associated Press via Yahoo! News,economy,2015-12-22 03:41:00,0.0944911182523068,-0.155944566793646,0,0,0
11815.0,UK's economy to become the world's fourth largest,The annual report from the Centre for Economic and Business Research has forecast that the UK will surge up the world prosperity table for,Express.co.uk,economy,2015-12-25 15:53:15,0.0441941738241592,0.138209056667454,68,1,0
45626.0,Davidson accuses opponents of failing to boost economy,RUTH Davidson has accused rival parties of failing to pledge action that would create jobs and boost the economy. ,The Herald,economy,2016-04-27 11:13:00,-0.0441941738241592,-0.150554075352556,3,0,0
75513.0,Watch: Former Obama Man Just Dropped An Unexpected ...,Watch: Former Obama Man Just Dropped An Unexpected Bombshell About Donald Trump. &quot;It's far too early to picture the iconic Trump logo,Western Journalism,obama,2016-02-01 16:05:31,0.0036828478186799,0.0868810058571145,501,10,2
72996.0,President Obama Says Diplomacy Was Key To Nuclear Deal ...,President Obama has spoken to the nation about the Iran nuclear deal. NPR's Rachel Martin speaks to White House Correspondent Scott,NPR,obama,2016-01-17 19:11:01,0.0416666666666667,0.0969857289937743,29,0,6
44795.0,"With US Economy In Soft Spot, Fed Likely To Keep Rates On Hold",Washington: Persistent worries about the global economy and the possibility of Brexit - Britain's exit from the European Union - will probably,NDTV,economy,2016-04-24 11:01:18,0.0953390962262113,0.0559016994374947,3,0,0
8644.0,"Microsoft’s Band 2 gets an update, reminds you if you’re being lazy","The Microsoft Band 2 is an improvement in design and wearability over the chunky original, and Microsoft isn’t sitting still when it comes to updating the software installed on it. The company has pushed out a new version of the Band 2’s OS which adds several new features, including one that encourages you not to sit still either. Announced on its own blog, the Band 2’s new software will remind ",Digital Trends via Yahoo! News,microsoft,2015-12-11 03:50:00,0.0,-0.0634965198708895,2,0,0
71010.0,Obama Confirms He Can't Pardon 'Making A Murderer's Steven Avery,"Specifically, on Thursday, President Barack Obama's administration responded with a """"""No Can Do"""""" to a petition asking the President to pardon",Deadline,obama,2016-01-08 02:37:45,0.118585412256314,0.202306169072951,104,3,0
70298.0,Cruz denounces Oregon militia and Obama on gun control,"Obama reportedly plans to issue an executive order requiring some unlicensed gun dealers """""" including those who make regular sales online",Dallas Morning News (blog),obama,2016-01-04 18:24:43,0.0833333333333333,0.0492866650040578,11,0,0
100573.0,Obama to Push for Democratic Unity in Meeting With Bernie Sanders,"President Obama and Sen. Bernie Sanders will meet privately in the Oval Office today, just two days after Obama effectively declared Sanders'",ABC News,obama,2016-06-09 12:55:41,0.122488983734716,0.14213381090374,84,38,0
99512.0,President Obama Throws In The Towel On Social Security Reform,"Since President Barack Obama took office in 2009, the Social Security program's long-term funding shortfall has risen from $5.3 trillion to $10.7",Forbes,obama,2016-06-02 17:15:28,-0.0251994001044668,-0.0751179086191336,40,2,3
58989.0,Brexit vote adds to uncertainty over global economy,"The first indication of how Britain's vote to leave the European Union will affect the global economy will come from business surveys, with the",The Globe and Mail (subscription),economy,2016-06-24 12:40:15,0.0441941738241592,0.0786728476414736,-1,0,4
67169.0,How the sun of Palestine reached a Black Panther in jail,Professor and exhibition curator Greg Thomas says there is a radical kinship between Palestinians and Black Americans. Rebecca Pierce.,The Electronic Intifada,palestine,2015-12-15 21:36:45,-0.113066754216661,0.0,453,10,1
99383.0,Better late than never? Obama won't try this because 'the ...,"Obama won't try this because 'the Constitution prohibits it'. Posted at 6:03 pm on June 1, Why won't Obama attempt a 3rd term? Two reasons:",Twitchy,obama,2016-06-01 23:55:30,0.225202481979352,0.0521286035142687,15,0,0
91207.0,"Obama heads to Saudi Arabia, Britain, Germany","President Barack Obama on Tuesday left the United States for Saudi Arabia, the first stop on a six-day, three-nation trip that will also take him to Britain and Germany. In Saudi Arabia, Obama will consult Washington's Gulf allies on the crises in Yemen and Syria, but he is unlikely to receive a warm reception. The US president will meet King Salman on Wednesday, before a Gulf Cooperation ",AFP via Yahoo! India News,obama,2016-04-19 13:08:00,0.0,0.034861736622754,0,0,0
62414.0,Barack Obama calls Paris massacre 'outrageous',"Washington (CNN) President Barack Obama on Friday condemned the Paris terror attacks, calling them an &quot;outrageous attempt to terrorize",CNN,obama,2015-11-15 00:00:00,-0.102062072615966,-0.139754248593737,-1,-1,-1
16496.0,Sharing economy turns to splitting hotel rooms,"""""""Companies in the sharing economy had a little bit of pushback initially. With Uber it was jumping into a car, or with Airbnb, it's staying in a",Toronto Star,economy,2016-01-13 22:09:23,-0.0472455591261534,-0.224926042371792,17,0,38
91335.0,Turkish taekwondo athlete hopes to fight for Palestine,Turkish taekwondo athlete Bahri Tanrikulu hopes a &quot;wild card&quot; for Palestine would enable him to compete for the country in the upcoming,Anadolu Agency,palestine,2016-04-20 21:21:16,-0.0883883476483184,0.0255155181539914,2,0,0
11750.0,Local Microsoft data centres get ready to tap 'Digital India ...,"NEW DELHI: Microsoft is betting big on its cloud offering through localised data centers, hoping to get a large pie from the government's",Economic Times,microsoft,2015-12-24 23:41:21,0.0919695752832303,-0.0647915101179429,14,1,20
5456.0,Microsoft Beefs Up Smart Headsets That Help The Blind To 'See',"Microsoft, in collaboration with British charity Guide Dogs, has given its smart headsets a considerable makeover in an aim to aid visually",Tech Times,microsoft,2015-11-30 03:13:16,0.122488983734716,0.293150984988964,9,2,4
20631.0,Can Angola's New Steel Mill Save Its Economy? As Oil Prices ...,"Angola, Africa's second-largest oil producer, is facing a financial crisis amid record low oil prices and China's economic slowdown. While the",International Business Times,economy,2016-01-29 12:53:21,-0.157037158634252,-0.199875671583385,12,0,1
6701.0,Saving Europe's Economy From Going Down ...,"Philippe Legrain is the author of European Spring: Why Our Economies and Politics are in a Mess """""" and How to Put Them Right. From 2011 to",The Brussels Times,economy,2015-12-03 17:08:18,-0.089623257515895,-0.0761123511904762,1,0,0
8195.0,Microsoft continues embracing Linux with new Azure certification,"In a partnership that would have seemed most unlikely back when Microsoft railed against open source, the software company has teamed with the Linux Foundation to offer a certification for managing Linux systems in the Azure cloud. The new Microsoft Certified Solutions Associate Linux on Azure certification allows people to show that they have invested time in developing skills to run Linux ",PC World,microsoft,2015-12-09 11:46:00,-0.0073656956373597,-0.0205934233712112,17,0,15
71012.0,Rape Survivor &amp; Mom of Two Confronts Obama on Guns: Why Can't ...,"A rape survivor and mother of two confronted President Barack Obama during a Thursday town hall, asking the president why his",TheBlaze.com,obama,2016-01-08 02:28:45,0.0721687836487032,-0.109108945117996,3437,12,0
101462.0,Counter-Terrorism Expert: Obama's Policies GUARANTEE Another ...,"In an exclusive interview with The Daily Caller, foreign policy and terrorism expert Patrick Poole stated that the Obama administration's",Daily Caller,obama,2016-06-15 02:15:44,0.0,0.118791111304676,422,8,10
48416.0,Japan: An Economy Of Zeros,"And now, since Japans economy is emitting so many zeros it can, unfortunately, once again be referred to as the land of zeros. Prime Minister",Investing.com,economy,2016-05-10 06:04:16,0.0,-0.116666666666667,7,0,0
56927.0,China Unlikely to Live Up to Its Economic Promises,Secretary of State John Kerry speaks with Chinese President Xi Jinping at the end of the eighth round of U.S.-China Strategic and Economic,Daily Signal,economy,2016-06-15 18:00:08,0.351851851851852,0.0375,-1,2,9
92726.0,City of Johannesburg gives Palestine a statue of Mandela,"THE City of Johannesburg has donated a six-metre statue of former president Nelson Mandela to the people of Palestine"""""" Boycott, Divestment,",BDlive,palestine,2016-04-26 14:55:19,-0.0833333333333333,-0.0533001790889026,48,0,0
29829.0,Biodico Trains Future Bioenergy Leaders To Excel in Green ...,"FRESNO COUNTY, Calif. &amp; VENTURA COUNTY, Calif.--(BUSINESS WIRE)--To train students for the next-generation of green collar jobs,",Business Wire (press release),economy,2016-03-08 13:01:32,-0.0833333333333333,-0.0559016994374947,2,0,1
77254.0,Obama Proposes Removing Human Rights Conditions on Aid to Egypt,The budget proposal released by the Obama administration Tuesday seeks to roll back restrictions Congress has placed on foreign aid to,The Intercept,obama,2016-02-10 17:15:02,0.197642353760524,0.136386181397495,572,9,15
43655.0,"Metalogix, Microsoft Team on SharePoint-to-Office 365 Migration","PRESS RELEASE """""" Washington, D.C. - April 19, 2016 - Metalogix, the premier provider of unified software to migrate, manage and secure",Channel Partners,microsoft,2016-04-19 19:21:23,0.0441941738241592,-0.034782451620866,0,0,3
63867.0,"Obama pardons Abe the turkey, China mocks Japan PM Abe","BEIJING""""""President Barack Obama's pardoning of a turkey named """"""Abe"""""" this Thanksgiving has led some Chinese to gloat at the Japanese",Toronto Star,obama,2015-11-26 16:22:36,0.0790569415042095,-0.0954703269782467,5,0,10
64743.0,Obama says Planned Parenthood shootings show need for gun background checks,"President Obama said Tuesday the shooting deaths at a Colorado Planned Parenthood show the need for stricter background checks on people buying guns, but acknowledged he can't push gun-control legislation through Congress in his final year in office. &quot;I will continue to present those things that I can do administratively,&quot; ",The Washington Times,obama,2015-12-01 07:45:00,0.190800147740616,-0.0375595292047197,3,0,0
88342.0,Quick Reminder That President Obama Doesn't Know How To ...,"The 2016 MLB season is finally underway, which means it's a great time to remember that President Obama has absolutely no idea how to",Daily Caller,obama,2016-04-04 16:15:09,-0.0261574074074074,0.0734144499492618,336,1,0
46143.0,Eurozone economy finally recovers to pre-crisis levels,"The eurozone """"""defied pessimism"""""" at the start of the year, as the currency bloc's economic size finally reached a level it last hit in 2008.",Telegraph.co.uk,economy,2016-04-29 13:00:15,0.0,-0.272165526975909,12,5,1
65829.0,"Israel’s cynical new strategy: Reframe Palestine debate as a religious battle, when it is really about civil rights","Despite a recent Kerry visit, the US has washed its hands of Israel/Palestine talks. After Paris, that's bad news ",Salon.com,palestine,2015-12-07 05:33:00,0.0194764399067197,-0.235195942582344,593,0,9
91331.0,Which -ism is it?,An attack on an IUPUI student brings phobias and –isms to the forefront The Students for Justice in Palestine (SJP) at IUPUI were the host organization for SJP's Midwest Conference April 1-3.… ,Nuvo,palestine,2016-04-20 12:01:00,0.0,-0.0224506627533469,0,0,0
71373.0,Tickets to Obama's speech at UNO to be distributed starting Sunday,"WASHINGTON """""" President Barack Obama's Wednesday speech at the University of Nebraska at Omaha will be free and open to the public.",Omaha World-Herald,obama,2016-01-09 22:44:45,-0.0471111475902756,-0.137901583413023,157,0,0
75345.0,Israel PM slams French plan to recognise Palestine,Israeli Prime Minister Benjamin Netanyahu on Sunday criticised France's threat to recognise a Palestinian state if plans to renew peace efforts,The Local.fr,palestine,2016-01-31 13:18:38,0.055242717280199,-0.0181848241863326,6,0,0
29836.0,Microsoft unveils Windows 10 feature to stymie advanced hack attacks," Microsoft wants to help protect companies from hack attacks, and it's introducing a new Windows 10 feature soon to improve the operating system's security capabilities. Windows Defender Advanced Threat Protection is aimed at helping businesses deal with serious threats by using machine learning to protect Windows 10 devices. The feature builds a profile of how a computer behaves, and then alerts ",PC World,microsoft,2016-03-01 03:26:00,0.125,-0.170398298591047,-1,-1,-1
73515.0,AM Roundup: Obama's 'Fast and Furious' Defeat,"Executive privilege: A federal judge ordered the Obama administration must turn over thousands of documents about the botched """"""Fast and",Wall Street Journal (blog),obama,2016-01-20 14:05:06,-0.0590569489076918,0.181680523171858,12,0,1
99673.0,"Obama to raise money, golf in Florida","President Barack Obama. The president has constitutional duties and so will remain on the job throughout the shutdown. TALLAHASSEE, Fla. ",WJXT Jacksonville,obama,2016-06-03 07:18:00,0.0373239917096612,0.14266579543944,0,0,0
47895.0,AdBlock and AdBlock Plus are available for Microsoft Edge,"Back in March, Microsoft started testing a version of its new Edge browser on Windows 10 with support for extensions. Now, one of the",Engadget,microsoft,2016-05-07 13:08:21,0.375,-0.03040835204999,98,41,15
102626.0,Abbas: Stop global terrorism by ending the Israeli occupation of ...,"Global terrorism will end if the Israeli-Palestinian conflict is resolved, Palestinian Authority President Mahmoud Abbas said on Thursday as he",Jerusalem Post Israel News,palestine,2016-06-23 12:53:17,-0.276699295264733,-0.0613737816288729,358,8,26
90917.0,"Trump is bad news for the GOP, but he's great for Obama","President Barack Obama's standing in the eyes of the American people has recovered after a three-year slump """""" and that's good news for",gulfnews.com,obama,2016-04-18 14:48:09,-0.0690881093807059,0.0863379995705075,0,0,0
22326.0,Oil Rout Threatens Vicious Cycle for Economy,"Few economists expect the crude slump will tip the economy into recession. But the fallout could grow harder to contain if the oil-price declines are instead a symptom of broader weaknesses in the global economy, including soft demand and an oversupply of raw material, productive capacity and labor. ",The Wall Street Journal,economy,2016-02-04 12:33:00,-0.236227795630767,-0.0242807539682539,90,9,38
26961.0,Microsoft Power BI app adds a popular new feature for Windows ...,"Easily view and interact with your business data with the Microsoft Power BI app for Windows. Get live access to your dashboards, reports, and",WinBeta,microsoft,2016-02-25 06:20:34,-0.119348240562031,0.0423557601356259,3,4,1
56674.0,Referendum will not help EU economy out of the doldrums,"Whatever happens next week the European economy, with or without Britain, is struggling to regain growth momentum or the jobs lost during",The Times (subscription),economy,2016-06-15 01:00:10,-0.22399466759526,-0.133250447722257,-1,0,0
61286.0,Russian government's budget commission endorses expenditures ...," expenditures freeze in 2017-2019 at the level of 15.8 trillion rubles ($246 bln) per year, Minister of Economic Development Alexey Ulyukayev",TASS,economy,2016-07-05 14:42:08,0.204124145231932,-0.0368284781867994,-1,0,1
24397.0,Turn on GPS Power Saver in Microsoft Band 2,Fitness lovers will find another excuse to exercise longer and meet their overall health goals with GPS Power Saver in Microsoft Band 2.,TWCN Tech News (blog),microsoft,2016-02-14 02:00:29,0.0662912607362388,0.233188283513949,8,5,0
18991.0,Could China's Meltdown Derail The U.S. Economy?,"Key Takeaways With 2016 off to a rough start, there are fears that China’s 40 percent stock market declines from recent highs could spell trouble for the global economy . Fears of a Chinese housing bubble ",Benzinga via Yahoo! Finance,economy,2016-01-21 10:09:00,0.0,-0.157838246450949,-1,-1,-1
55530.0,"After Grim Payrolls, Focus Turns to Economy",Investors will comb economic data over the next few weeks to see if the weak payrolls report reflected a wider trend in the U.S. economy or was,Fortune,economy,2016-06-06 00:00:00,-0.14173667737846,-0.0577393227587289,-1,-1,-1
30271.0,"ECB set to loosen policy to lift sagging economy, inflation","Releasing fresh inflation and GDP forecasts, the ECB may also take comfort in a relatively benign economic outlook. Growth in 2015 actually",Business Standard,economy,2016-03-09 23:40:32,-0.156620585224451,-0.151752357834946,4,1,1
45471.0,The Industrial Internet of Things Will Dramatically Boost the Global ...,The last decade has been tough for the world economy. The financial crisis and a persistent low growth environment have shaken the,RealClearMarkets,economy,2016-04-27 04:40:57,0.118585412256314,-0.519121535917958,14,5,96
56473.0,Microsoft's Triple-A credit under review at Moody's after LinkedIn ...,"Moody's Investors Service said Monday that it was reviewing Microsoft Corp.'s MSFT, -2.60% triple-A rating (Aaa) for a possible downgrade,",MarketWatch,microsoft,2016-06-13 20:00:14,0.0691748238161833,-0.170482726746869,-1,0,0
104141.0,The Latest Pew Report on Race in America vs. President Obama's ...,President Barack Obama attends the commencement ceremony for the 2016 graduating class of Howard University in Washington. (AP/Susan,CityLab,obama,2016-06-28 00:00:00,0.0753778361444409,0.147313912747197,-1,-1,-1
37414.0,Coastal areas contribute to economic diversification,"Coastal areas contribute to economic diversification. Luanda - The minister of Fisheries, Victoria de Barros Neto, said Thursday in Luanda that",AngolaPress,economy,2016-03-29 16:11:13,0.0,0.0,0,0,0
56263.0,Microsoft Wants to Make XBox Safe for Gamers Who Aren't White Men,"During the session, held on the sidelines of the Game Developer Conference in San Francisco, the Xbox team heard why Microsoft's online",Bloomberg,microsoft,2016-06-13 17:31:14,0.181905428563426,-0.039975134316677,-1,0,24
86679.0,Obama scolds media for campaign coverage,"Obama warned about the coarsening of politics and, without naming Trump, suggested that coverage of the presidential race dominated by the",The Hill (blog),obama,2016-03-29 12:35:07,0.0,0.0477351634891233,234,1,0
54573.0,Microsoft is Making Big Moves in VR Space,"On 1 June, Microsoft made a an announcement at Computex 2016 that they are opening up their platform Windows Holographic to third parties,",VR-Zone,microsoft,2016-06-06 07:40:15,0.0865469237389786,0.0977434300015383,6,0,2
101310.0,"Obama to visit Orlando in wake of nightclub shooting, blasts Trump for anti-Muslim rhetoric",Obama says treating Muslim-Americans differently will make the country less safe. FBI investigating whether Orlando killer was a regular at gay nightclub. ,Toronto Star,obama,2016-06-14 10:39:00,0.0080687153045987,0.0785404292948314,30,2,0
47760.0,North Korea Can't Stamp Out Its Unofficial Economy,"For a country that trumpets the success of its economic system and the power of its local currency, it is very difficult as a foreigner in North Korea",Bloomberg,economy,2016-05-06 14:40:15,0.0801019400562886,-0.119688749786255,41,1,5
59301.0,Modi government's response to feedback on its economic ...,&quot;I am increasingly impressed by how responsive this government is to the kind of feedback it gets on its economic performance. Yet it is a,Economic Times,economy,2016-06-26 20:40:05,0.0883883476483184,-0.0379975011830232,-1,51,51
6708.0,Microsoft Band 2 review: Flaws in its intended purpose keep it just ...,"When Microsoft, a company best known for making Windows, released its first wearable fitness device last year, it wasn't a surprise that a",Neowin,microsoft,2015-12-03 16:40:23,-0.299626898674153,0.310599595939184,5,0,0
96290.0,Obama administration tells public schools to let transgender students use bathrooms of their choice,"The Obama administration is expected to release a letter telling every public school district in the country to allow transgender students to use the bathrooms that match their gender identity, The New York Times reported late Thursday. ",Fox News,obama,2016-05-12 20:31:00,0.163326314502037,0.188659254529238,6124,276,85
89833.0,Israel and Palestine: Peace in our lifetime?,"I will refer to Israel and the two Palestinian territories """""" Gaza and the West Bank """""" as the region. The State of Israel was established in 1948",Politicsweb,palestine,2016-04-12 09:55:16,0.0,0.125,4,0,0
53458.0,EU referendum live: Brexit immigration plan would 'wreck economy',"Britain's departure from the European Union poses as big a threat to the global economy as a """"""hard landing"""""" in China, the Organisation for",The Guardian,economy,2016-06-01 10:40:05,-0.0023148148148146,-0.178196386563547,131,4,33
